row_id,intent_text,intent_payment,tool,call_payment,amount_paise,target_status,amount_status,label,reason
C-025,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4dd4,create_refund,PAY-4dd4,32000,present,present,,
C-026,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c496,create_refund,PAY-c496,42500,present,present,,
C-027,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-65aa,create_refund,PAY-65aa,42500,present,present,,
C-028,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-65aa,create_refund,PAY-65aa,24000,present,present,,
C-029,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3298,create_refund,PAY-3298,61500,present,present,,
C-030,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3298,create_refund,PAY-3298,61500,present,present,,
C-031,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-01da,create_refund,PAY-01da,42500,present,present,,
C-032,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-dc6c,create_refund,PAY-dc6c,24000,present,present,,
C-033,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-344b,create_refund,PAY-344b,61500,present,present,,
C-034,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,24000,present,present,,
C-035,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,18500,present,present,,
C-036,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,61500,present,present,,
C-037,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,19000,present,present,,
C-038,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-35fe,create_refund,PAY-35fe,18500,present,present,,
C-039,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-35fe,create_refund,PAY-35fe,24000,present,present,,
C-040,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-35fe,create_refund,PAY-35fe,61500,present,present,,
C-041,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-038d,create_refund,PAY-038d,42500,present,present,,
C-042,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-de1f,create_refund,PAY-de1f,24000,present,present,,
C-043,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-de1f,create_refund,PAY-de1f,12000,present,present,,
C-044,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-de1f,create_refund,PAY-de1f,12000,present,present,,
C-045,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-de1f,create_refund,PAY-de1f,24000,present,present,,
C-046,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-d07b,create_refund,PAY-d07b,61500,present,present,,
C-047,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3e7d,create_refund,PAY-3e7d,61500,present,present,,
C-048,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-35fe,create_refund,PAY-35fe,61500,present,present,,
C-049,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-35fe,create_refund,PAY-35fe,18500,present,present,,
C-050,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-35fe,create_refund,PAY-35fe,24000,present,present,,
C-051,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3e7d,create_refund,PAY-3e7d,61500,present,present,,
C-052,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-6244,create_refund,PAY-6244,42500,present,present,,
C-053,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-675d,create_refund,PAY-675d,24000,present,present,,
C-054,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-675d,create_refund,PAY-675d,42500,present,present,,
C-055,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-344b,create_refund,PAY-344b,61500,present,present,,
C-056,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e69e,create_refund,PAY-e69e,24000,present,present,,
C-057,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,7250,present,present,,
C-058,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,12000,present,present,,
C-059,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,9500,present,present,,
C-060,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,16000,present,present,,
C-061,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,12000,present,present,,
C-062,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,9250,present,present,,
C-063,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,108000,present,present,,
C-064,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,9250,present,present,,
C-065,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4708,create_refund,PAY-4708,9500,present,present,,
C-066,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-d906,create_refund,PAY-d906,24000,present,present,,
C-067,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-d906,create_refund,PAY-d906,24000,present,present,,
C-068,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,7250,present,present,,
C-069,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,7250,present,present,,
C-070,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,32000,present,present,,
C-071,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,19000,present,present,,
C-072,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,108000,present,present,,
C-073,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,18500,present,present,,
C-074,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,24000,present,present,,
C-075,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-675d,create_refund,PAY-675d,24000,present,present,,
C-076,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-675d,create_refund,PAY-675d,42500,present,present,,
C-077,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-59c5,create_refund,PAY-59c5,108000,present,present,,
C-078,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-344b,create_refund,PAY-344b,61500,present,present,,
C-079,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f28f,create_refund,PAY-f28f,24000,present,present,,
C-080,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f28f,create_refund,PAY-f28f,12000,present,present,,
C-081,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-ebc3,create_refund,PAY-ebc3,42500,present,present,,
C-082,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-35fe,create_refund,PAY-35fe,61500,present,present,,
C-083,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-35fe,create_refund,PAY-35fe,24000,present,present,,
C-084,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-35fe,create_refund,PAY-35fe,18500,present,present,,
C-085,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c496,create_refund,PAY-c496,42500,present,present,,
C-086,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3cca,create_refund,PAY-3cca,61500,present,present,,
C-087,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-6091,create_refund,PAY-6091,42500,present,present,,
C-088,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-d906,create_refund,PAY-d906,24000,present,present,,
C-089,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c9af,create_refund,PAY-c9af,24000,present,present,,
C-090,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c9af,create_refund,PAY-c9af,18500,present,present,,
C-091,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c9af,create_refund,PAY-c9af,42500,present,present,,
C-092,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e851,create_refund,PAY-e851,24000,present,present,,
C-093,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-cec8,create_refund,PAY-cec8,42500,present,present,,
C-094,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e185,create_refund,PAY-e185,12000,present,present,,
C-095,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e185,create_refund,PAY-e185,24000,present,present,,
C-096,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5b78,create_refund,PAY-5b78,108000,present,present,,
C-097,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c496,create_refund,PAY-c496,42500,present,present,,
C-098,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-01da,create_refund,PAY-01da,42500,present,present,,
C-099,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,61500,present,present,,
C-100,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,24000,present,present,,
C-101,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,18500,present,present,,
C-102,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-3b17,create_refund,PAY-3b17,19000,present,present,,
C-103,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-d5a0,create_refund,PAY-d5a0,24000,present,present,,
C-104,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5b78,create_refund,PAY-5b78,108000,present,present,,
C-105,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f442,create_refund,PAY-f442,24000,present,present,,
C-106,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c2e3,create_refund,PAY-c2e3,42500,present,present,,
C-107,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5b78,create_refund,PAY-5b78,108000,present,present,,
C-108,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9500,present,present,,
C-109,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9500,present,present,,
C-110,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9250,present,present,,
C-111,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,9250,present,present,,
C-112,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,12000,present,present,,
C-113,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,12000,present,present,,
C-114,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,108000,present,present,,
C-115,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,16000,present,present,,
C-116,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-52ed,create_refund,PAY-52ed,16000,present,present,,
C-117,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-63f7,create_refund,PAY-63f7,42500,present,present,,
C-118,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-63f7,create_refund,PAY-63f7,24000,present,present,,
C-119,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,24000,present,present,,
C-120,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,18500,present,present,,
C-121,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,61500,present,present,,
C-122,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,19000,present,present,,
C-123,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-2500,create_refund,PAY-2500,24000,present,present,,
C-124,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-26b3,create_refund,PAY-26b3,24000,present,present,,
C-125,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,108000,present,present,,
C-126,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,24000,present,present,,
C-127,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,18500,present,present,,
C-128,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,19000,present,present,,
C-129,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-4f87,create_refund,PAY-4f87,32000,present,present,,
C-130,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c7fc,create_refund,PAY-c7fc,24000,present,present,,
C-131,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c7fc,create_refund,PAY-c7fc,42500,present,present,,
C-132,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-6244,create_refund,PAY-6244,42500,present,present,,
C-133,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,7250,present,present,,
C-134,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-513a,create_refund,PAY-513a,7250,present,present,,
C-135,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,61500,present,present,,
C-136,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,24000,present,present,,
C-137,"Every item in this order arrived damaged. Refund the customer the full order value, 61500 paise. Nothing is to be recovered.",PAY-37b1,create_refund,PAY-37b1,18500,present,present,,
C-138,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-de1f,create_refund,PAY-de1f,24000,present,present,,
C-139,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-de1f,create_refund,PAY-de1f,12000,present,present,,
C-140,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e69e,create_refund,PAY-e69e,24000,present,present,,
C-141,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-65aa,create_refund,PAY-65aa,42500,present,present,,
C-142,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-65aa,create_refund,PAY-65aa,24000,present,present,,
C-143,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5d2b,create_refund,PAY-5d2b,108000,present,present,,
C-144,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f0dc,create_refund,PAY-f0dc,12000,present,present,,
C-145,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f0dc,create_refund,PAY-f0dc,24000,present,present,,
C-146,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f5f5,create_refund,PAY-f5f5,12000,present,present,,
C-147,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f5f5,create_refund,PAY-f5f5,24000,present,present,,
C-148,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-c2e3,create_refund,PAY-c2e3,42500,present,present,,
C-149,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-5ede,create_refund,PAY-5ede,42500,present,present,,
C-150,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-6244,create_refund,PAY-6244,42500,present,present,,
C-151,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-dc6c,create_refund,PAY-dc6c,24000,present,present,,
C-152,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-d753,create_refund,PAY-d753,24000,present,present,,
C-153,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f5f5,create_refund,PAY-f5f5,12000,present,present,,
C-154,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-f5f5,create_refund,PAY-f5f5,24000,present,present,,
C-155,"The customer received a damaged Aashirvaad atta 5kg and a damaged Toor dal 1kg. Refund the price of those two items, 24000 and 18500 paise. Nothing else on the order is affected.",PAY-038d,create_refund,PAY-038d,42500,present,present,,
C-156,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e185,create_refund,PAY-e185,12000,present,present,,
C-157,"The customer received a damaged Aashirvaad atta 5kg. Refund the price of that one item, 24000 paise. Nothing else on the order is affected.",PAY-e185,create_refund,PAY-e185,24000,present,present,,
C-158,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,18500,present,present,,
C-159,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,24000,present,present,,
C-160,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,108000,present,present,,
C-161,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,32000,present,present,,
C-162,"Every item in this order arrived damaged. Refund the customer the full order value, 108000 paise. Nothing is to be recovered.",PAY-5812,create_refund,PAY-5812,19000,present,present,,
